#timestamp [s],p_x [m],p_y [m],p_z [m],R11,R21,R31,R12,R22,R32,R13,R23,R33
1403636590.763556,204.235986,204.235986,204.235986,-0.663139,0.519940,-0.538432,0.610061,-0.041338,-0.791275,-0.433674,-0.853202,-0.289782
1403636590.813555,203.822556,203.822556,203.822556,-0.670146,0.517520,-0.532050,0.607284,-0.029831,-0.793925,-0.426743,-0.855151,-0.294291
1403636590.863556,203.864472,203.864472,203.864472,-0.651095,0.574625,-0.495864,0.588003,-0.031220,-0.808256,-0.479925,-0.817821,-0.317554
1403636590.913556,204.465429,204.465429,204.465429,-0.624573,0.631169,-0.459928,0.572711,-0.030219,-0.819200,-0.530952,-0.775057,-0.342604
1403636590.963556,205.591741,205.591741,205.591741,-0.589860,0.682856,-0.431014,0.566352,-0.030625,-0.823594,-0.575596,-0.729911,-0.368672
1403636591.013556,205.571512,205.571512,205.571512,-0.563974,0.725857,-0.393782,0.550641,-0.024817,-0.834373,-0.615409,-0.687397,-0.385690
1403636591.063556,200.976931,200.976931,200.976931,-0.570005,0.739169,-0.358779,0.482268,-0.052543,-0.874447,-0.665216,-0.671467,-0.326528
1403636591.113555,196.380054,196.380054,196.380054,-0.557643,0.760628,-0.332386,0.483625,-0.027732,-0.874836,-0.674642,-0.648596,-0.352394
1403636591.163556,192.311360,192.311360,192.311360,-0.561741,0.762999,-0.319811,0.410792,-0.078303,-0.908360,-0.718120,-0.641639,-0.269448
1403636591.213556,188.801069,188.801069,188.801069,-0.548902,0.783148,-0.292208,0.409982,-0.052405,-0.910587,-0.728438,-0.619623,-0.292312
1403636591.263556,185.930533,185.930533,185.930533,-0.544787,0.783529,-0.298812,0.346421,-0.114224,-0.931099,-0.763675,-0.610766,-0.209203
1403636591.313555,179.952807,179.952807,179.952807,-0.541046,0.789444,-0.289909,0.288380,-0.149667,-0.945747,-0.790004,-0.595296,-0.146684
1403636591.363556,174.301993,174.301993,174.301993,-0.532579,0.787986,-0.308930,0.234440,-0.213377,-0.948424,-0.813263,-0.577537,-0.071095
1403636591.413556,172.789288,172.789288,172.789288,-0.516419,0.805894,-0.289562,0.236532,-0.190745,-0.952716,-0.823021,-0.560492,-0.092116
1403636591.463556,170.641222,170.641222,170.641222,-0.512105,0.811984,-0.280054,0.203263,-0.202226,-0.958013,-0.834525,-0.547528,-0.061485
1403636591.513556,165.716074,165.716074,165.716074,-0.512537,0.818291,-0.260203,0.207721,-0.175872,-0.962248,-0.833161,-0.547238,-0.079835
1403636591.563556,165.129706,165.129706,165.129706,-0.522823,0.821749,-0.226680,0.219970,-0.126857,-0.967223,-0.823571,-0.555550,-0.114437
1403636591.613555,166.246344,166.246344,166.246344,-0.524081,0.822146,-0.222294,0.233314,-0.112430,-0.965880,-0.819087,-0.558064,-0.132896
1403636591.663556,166.768468,166.768468,166.768468,-0.530378,0.824118,-0.198818,0.254515,-0.068914,-0.964610,-0.808654,-0.562211,-0.173201
1403636592.063556,202.517700,202.517700,202.517700,-0.534146,0.825255,-0.183418,0.263035,-0.043957,-0.963784,-0.803430,-0.563047,-0.193591
1403636592.113555,210.165385,210.165385,210.165385,-0.537505,0.826397,-0.167797,0.274656,-0.016567,-0.961400,-0.797278,-0.562844,-0.218070
1403636592.163556,212.009036,212.009036,212.009036,-0.546603,0.822717,-0.156083,0.266299,-0.005937,-0.963872,-0.793921,-0.568420,-0.215843
1403636592.213556,207.452015,207.452015,207.452015,-0.550478,0.821242,-0.150122,0.251687,-0.008203,-0.967774,-0.796008,-0.570522,-0.202180
1403636592.263556,204.059620,204.059620,204.059620,-0.559069,0.818847,-0.130125,0.251191,0.017710,-0.967775,-0.790155,-0.573739,-0.215588
1403636592.313555,206.414784,206.414784,206.414784,-0.557037,0.812804,-0.170469,0.294443,0.001358,-0.955668,-0.776539,-0.582536,-0.240081
1403636592.363556,209.821278,209.821278,209.821278,-0.592695,0.799758,-0.095397,0.278322,0.092222,-0.956050,-0.755811,-0.593197,-0.277249
1403636592.413556,214.265815,214.265815,214.265815,-0.592622,0.784415,-0.183008,0.394505,0.084575,-0.914993,-0.702257,-0.614443,-0.359577
1403636592.463556,215.294390,215.294390,215.294390,-0.574463,0.804355,-0.151678,0.375820,0.094572,-0.921855,-0.727154,-0.586574,-0.356620
1403636592.513556,207.652586,207.652586,207.652586,-0.570318,0.805942,-0.158731,0.355150,0.067690,-0.932355,-0.740680,-0.588112,-0.324835
1403636592.563556,199.274285,199.274285,199.274285,-0.566696,0.806076,-0.170579,0.354984,0.052037,-0.933423,-0.743534,-0.589519,-0.315634
1403636592.613555,199.279563,199.279563,199.279563,-0.589801,0.773236,-0.232899,0.440926,0.066733,-0.895059,-0.676550,-0.630598,-0.380299
1403636592.663556,201.319399,201.319399,201.319399,-0.576085,0.779238,-0.246809,0.447476,0.047972,-0.893008,-0.684026,-0.624890,-0.376326
1403636592.713556,202.227198,202.227198,202.227198,-0.522407,0.815384,-0.249480,0.671528,0.213104,-0.709674,-0.525491,-0.538272,-0.658880
1403636592.763556,201.511206,201.511206,201.511206,-0.350529,0.855908,0.380200,0.039933,0.419247,-0.906994,-0.935700,-0.302745,-0.181137
1403636592.813555,202.231140,202.231140,202.231140,-0.421029,0.852780,0.309032,0.061133,0.366605,-0.928366,-0.904985,-0.371977,-0.206485
1403636592.863556,207.621660,207.621660,207.621660,-0.431317,0.859414,0.274543,0.044970,0.324405,-0.944849,-0.901079,-0.395183,-0.178569
1403636592.913556,204.533088,204.533088,204.533088,-0.458682,0.846904,0.269007,-0.032351,0.286615,-0.957500,-0.888012,-0.447890,-0.104067
1403636592.963556,200.523990,200.523990,200.523990,-0.242778,0.917260,-0.315743,0.131746,-0.291289,-0.947520,-0.961094,-0.271635,-0.050127
1403636593.013556,200.969024,200.969024,200.969024,-0.230986,0.906992,-0.352153,0.119417,-0.332776,-0.935414,-0.965601,-0.258120,-0.031444
1403636593.063556,201.737136,201.737136,201.737136,-0.223508,0.903305,-0.366175,0.107790,-0.350468,-0.930351,-0.968724,-0.247410,-0.019035
1403636593.113555,203.896807,203.896807,203.896807,-0.180407,0.946794,-0.266522,0.180640,-0.234467,-0.955193,-0.966862,-0.220468,-0.128729
1403636593.163556,203.917278,203.917278,203.917278,-0.169987,0.958764,-0.227763,0.149937,-0.203272,-0.967574,-0.973973,-0.198625,-0.109201
1403636593.213556,198.283278,198.283278,198.283278,-0.345461,0.839783,-0.418833,-0.151812,-0.490444,-0.858148,-0.926072,-0.232873,0.296918
1403636593.263556,196.798682,196.798682,196.798682,-0.299751,0.870691,-0.389931,-0.031893,-0.417643,-0.908051,-0.953484,-0.259753,0.152958
1403636593.313555,200.762680,200.762680,200.762680,-0.299104,0.863423,-0.406248,-0.037848,-0.436138,-0.899083,-0.953470,-0.253544,0.163130
1403636593.363556,201.348410,201.348410,201.348410,-0.373749,0.886608,-0.272467,-0.024125,-0.302949,-0.952702,-0.927216,-0.349498,0.134616
1403636593.413556,195.816821,195.816821,195.816821,-0.522583,0.824628,-0.216554,-0.211779,-0.371586,-0.903921,-0.825867,-0.426513,0.368824
1403636593.463556,193.587620,193.587620,193.587620,-0.520889,0.826799,-0.212315,-0.215571,-0.368070,-0.904463,-0.825956,-0.425356,0.369957
1403636593.513556,200.639421,200.639421,200.639421,-0.486224,0.850940,-0.198716,-0.212977,-0.335950,-0.917485,-0.847483,-0.403781,0.344577
1403636593.563556,204.193301,204.193301,204.193301,-0.606211,0.794917,0.024789,-0.198533,-0.121074,-0.972587,-0.770125,-0.594515,0.231214
1403636593.613555,198.767896,198.767896,198.767896,-0.608716,0.778983,0.150500,-0.423427,-0.158551,-0.891948,-0.670950,-0.606669,0.426355
1403636593.663556,193.549444,193.549444,193.549444,-0.681533,0.673540,0.286107,-0.423924,-0.044700,-0.904594,-0.596491,-0.737798,0.315994
1403636593.713556,192.207033,192.207033,192.207033,-0.741728,0.540354,0.397311,-0.431428,0.069168,-0.899492,-0.513525,-0.838590,0.181820
1403636593.763556,193.505326,193.505326,193.505326,-0.764176,0.481500,0.429177,-0.445202,0.087720,-0.891123,-0.466724,-0.872045,0.147331
1403636593.813555,198.476605,198.476605,198.476605,-0.781461,0.608379,-0.138545,0.240322,0.088561,-0.966645,-0.575816,-0.788690,-0.215414
1403636593.863556,203.410325,203.410325,203.410325,-0.788940,0.599499,-0.134818,0.246676,0.108049,-0.963056,-0.562784,-0.793049,-0.233126
1403636593.913556,204.921804,204.921804,204.921804,-0.815386,0.571421,-0.092861,0.242774,0.191893,-0.950914,-0.525553,-0.797906,-0.295193
1403636593.963556,207.945786,207.945786,207.945786,-0.772268,0.573174,-0.273996,0.583671,0.469827,-0.662262,-0.250861,-0.671367,-0.697377
1403636594.013556,213.017203,213.017203,213.017203,-0.792022,0.561788,-0.238947,0.573079,0.549256,-0.608193,-0.210433,-0.618637,-0.756972
1403636594.063556,215.593993,215.593993,215.593993,-0.805274,0.552588,-0.214895,0.562971,0.598927,-0.569518,-0.186002,-0.579597,-0.793391
1403636594.113555,215.816501,215.816501,215.816501,-0.804462,0.552518,-0.218096,0.565776,0.600873,-0.564667,-0.180940,-0.577646,-0.795981
1403636594.163556,218.807282,218.807282,218.807282,-0.660641,0.619643,-0.423789,0.750317,0.563119,-0.346297,0.024063,-0.546754,-0.836947
1403636594.213556,226.164763,226.164763,226.164763,-0.471587,0.671292,-0.571816,0.852750,0.512290,-0.101867,0.224553,-0.535655,-0.814033
1403636594.263556,230.450262,230.450262,230.450262,-0.494794,0.698201,-0.517392,0.831342,0.553699,-0.047835,0.253081,-0.453798,-0.854411
1403636594.313555,229.270602,229.270602,229.270602,-0.477235,0.687791,-0.546983,0.850834,0.517351,-0.091811,0.219835,-0.509207,-0.832094
1403636594.363556,226.337507,226.337507,226.337507,-0.549774,0.772221,-0.318471,0.814123,0.580687,0.002621,0.186956,-0.257833,-0.947929
1403636594.413556,220.758658,220.758658,220.758658,-0.407004,0.900361,-0.153942,0.912423,0.408638,-0.022334,0.042798,-0.149550,-0.987828
1403636594.463556,213.962048,213.962048,213.962048,-0.375646,0.904098,-0.203707,0.926385,0.372591,-0.054658,0.026483,-0.209243,-0.977505
1403636594.513556,215.830630,215.830630,215.830630,-0.281776,0.936187,-0.210135,0.942681,0.310924,0.121154,0.178759,-0.163952,-0.970137
1403636594.563556,224.853557,224.853557,224.853557,-0.232411,0.951839,-0.199970,0.928501,0.278348,0.245781,0.289605,-0.128550,-0.948474
1403636594.613555,231.049996,231.049996,231.049996,-0.277897,0.954898,-0.104605,0.906383,0.296719,0.300712,0.318188,-0.011246,-0.947961
1403636594.663556,233.747178,233.747178,233.747178,-0.309629,0.949606,-0.048770,0.889217,0.307342,0.338873,0.336785,0.061557,-0.939567
1403636594.713556,239.142878,239.142878,239.142878,-0.317962,0.944560,-0.081893,0.857599,0.323365,0.399948,0.404256,0.056937,-0.912872
1403636594.763556,247.379969,247.379969,247.379969,-0.332066,0.915910,-0.225479,0.775353,0.401177,0.487733,0.537177,-0.012867,-0.843371
1403636594.813555,249.412180,249.412180,249.412180,-0.327280,0.911219,-0.250135,0.775641,0.410254,0.479660,0.539694,-0.037032,-0.841047
1403636594.863556,251.277836,251.277836,251.277836,-0.364886,0.851275,-0.377078,0.695665,0.518448,0.497254,0.618796,-0.080879,-0.781377
1403636594.913556,258.229258,258.229258,258.229258,-0.365321,0.658042,-0.658423,0.561975,0.719779,0.407556,0.742109,-0.221128,-0.632754
1403636594.963556,260.586667,260.586667,260.586667,-0.400834,0.714686,-0.573198,0.556588,0.686928,0.467269,0.727696,-0.131738,-0.673130
1403636595.013556,260.006444,260.006444,260.006444,-0.383935,0.702925,-0.598740,0.569197,0.690751,0.445956,0.727055,-0.169583,-0.665307
1403636595.063556,259.973406,259.973406,259.973406,-0.396960,0.717640,-0.572203,0.568195,0.681745,0.460845,0.720817,-0.142186,-0.678384
1403636595.113555,260.052706,260.052706,260.052706,-0.390300,0.709830,-0.586351,0.578840,0.684437,0.443273,0.715968,-0.166394,-0.678013
1403636595.163556,259.589705,259.589705,259.589705,-0.491323,0.788724,-0.369480,0.529469,0.607301,0.592325,0.691567,0.095395,-0.715986
1403636595.213556,262.856510,262.856510,262.856510,-0.279097,0.554287,-0.784137,-0.089326,0.798059,0.595922,0.956099,0.236364,-0.173224
1403636595.263556,271.314139,271.314139,271.314139,0.091006,0.365102,-0.926509,-0.510678,0.815836,0.271329,0.854942,0.448455,0.260696
1403636595.313555,280.556537,280.556537,280.556537,0.398602,0.251493,-0.881968,-0.686971,0.718993,-0.105454,0.607608,0.647921,0.459360
1403636595.363556,286.665704,286.665704,286.665704,0.392688,0.234973,-0.889148,-0.678755,0.726409,-0.107803,0.620554,0.645847,0.444741
1403636595.413556,289.147253,289.147253,289.147253,0.385650,0.232347,-0.892910,-0.674173,0.731664,-0.100788,0.629893,0.640845,0.438809
1403636595.463556,294.921512,294.921512,294.921512,0.399892,0.231432,-0.886863,-0.737085,0.656321,-0.161086,0.544786,0.718110,0.433043
1403636595.513556,300.890391,300.890391,300.890391,0.389274,0.246809,-0.887441,-0.738891,0.658939,-0.140854,0.550006,0.710553,0.438873
1403636595.563556,298.130403,298.130403,298.130403,0.302538,0.248409,-0.920198,-0.752907,0.654296,-0.070909,0.584467,0.714276,0.384978
1403636595.613555,289.236938,289.236938,289.236938,0.105119,0.295665,-0.949490,-0.731178,0.670124,0.127723,0.674040,0.680820,0.286626
1403636595.663556,279.617405,279.617405,279.617405,-0.155146,0.397242,-0.904505,-0.614267,0.678280,0.403251,0.773696,0.618170,0.138780
1403636595.713556,276.178185,276.178185,276.178185,-0.130764,0.598338,-0.790501,-0.655652,0.545895,0.521651,0.743654,0.586507,0.320918
1403636595.763556,279.309418,279.309418,279.309418,-0.124318,0.599302,-0.790811,-0.654484,0.549506,0.519320,0.745785,0.582134,0.323920
1403636595.813555,282.253599,282.253599,282.253599,-0.089148,0.557631,-0.825288,-0.649393,0.595717,0.472662,0.755209,0.578074,0.309015
1403636595.863556,285.280143,285.280143,285.280143,-0.097994,0.584107,-0.805740,-0.655865,0.571031,0.493725,0.748491,0.576839,0.327137
1403636595.913556,289.853166,289.853166,289.853166,0.384379,0.919597,-0.081206,-0.917539,0.370846,-0.143515,-0.101861,0.129674,0.986311
1403636595.963556,294.773199,294.773199,294.773199,0.378227,0.925331,-0.026609,-0.920188,0.372678,-0.119858,-0.100991,0.069819,0.992434
1403636596.013556,294.943503,294.943503,294.943503,0.368132,0.929620,0.016906,-0.925037,0.368029,-0.094136,-0.093733,0.019015,0.995416
1403636596.063556,294.767392,294.767392,294.767392,0.335960,0.939251,0.070275,-0.938053,0.340379,-0.064796,-0.084780,-0.044153,0.995421
1403636596.113555,298.004191,298.004191,298.004191,0.323780,0.942377,0.084219,-0.942734,0.328874,-0.055627,-0.080119,-0.061386,0.994893
1403636596.263556,308.518662,308.518662,308.518662,0.315589,0.944992,0.085990,-0.945467,0.320852,-0.056090,-0.080594,-0.063600,0.994716
1403636596.313555,314.765060,314.765060,314.765060,0.225436,0.971789,0.069311,-0.928746,0.235850,-0.286016,-0.294294,0.000106,0.955715
1403636596.363556,319.615341,319.615341,319.615341,0.220314,0.972440,0.076297,-0.928868,0.233033,-0.287922,-0.297767,-0.007436,0.954610
1403636596.413556,321.932437,321.932437,321.932437,0.218815,0.972296,0.082225,-0.927798,0.233414,-0.291048,-0.302177,-0.012602,0.953169
1403636596.463556,319.333329,319.333329,319.333329,0.111336,0.979051,-0.170482,-0.993671,0.107099,-0.033881,-0.014913,0.173175,0.984778
1403636596.513556,314.992084,314.992084,314.992084,0.047365,0.998579,-0.024405,-0.998848,0.047161,-0.008862,-0.007698,0.024797,0.999663
1403636596.613555,313.461346,313.461346,313.461346,-0.057673,0.973548,0.221083,-0.997646,-0.064433,0.023481,0.037105,-0.219208,0.974972
1403636596.663556,314.193411,314.193411,314.193411,-0.056518,0.972783,0.224718,-0.997645,-0.063788,0.025221,0.038869,-0.222764,0.974097
1403636596.713556,317.463502,317.463502,317.463502,-0.045705,0.978023,0.203426,-0.998251,-0.052359,0.027450,0.037498,-0.201816,0.978705
1403636596.763556,321.747962,321.747962,321.747962,-0.035531,0.981162,0.189890,-0.998794,-0.041305,0.026537,0.033881,-0.188718,0.981447
1403636596.813555,322.982380,322.982380,322.982380,-0.191802,0.782908,0.591834,-0.967424,-0.252346,0.020293,0.165234,-0.568662,0.805804
1403636596.913556,316.724339,316.724339,316.724339,-0.192926,0.780491,0.594654,-0.968373,-0.249175,0.012871,0.158219,-0.573364,0.803878
1403636596.963556,312.405934,312.405934,312.405934,-0.192105,0.765697,0.613844,-0.968465,-0.249036,0.007557,0.158656,-0.593034,0.789391
1403636597.013556,308.111066,308.111066,308.111066,-0.190930,0.755820,0.626323,-0.967993,-0.250863,0.007644,0.162899,-0.604817,0.779526
1403636597.063556,303.779800,303.779800,303.779800,-0.184974,0.743969,0.642101,-0.967604,-0.252118,0.013372,0.171834,-0.618826,0.766503
1403636597.113555,299.788419,299.788419,299.788419,0.624250,-0.319264,-0.713010,-0.717066,0.128058,-0.685141,0.310047,0.938974,-0.148993
1403636597.163556,296.100720,296.100720,296.100720,-0.485780,-0.365931,0.793797,0.659045,0.443217,0.607633,-0.574176,0.818324,0.025859
1403636597.213556,291.940161,291.940161,291.940161,0.628087,-0.281635,-0.725389,-0.727107,0.119630,-0.676021,0.277170,0.952035,-0.129641
1403636597.263556,287.323287,287.323287,287.323287,-0.211493,0.760253,0.614237,-0.961924,-0.273228,0.006971,0.173127,-0.589374,0.789091
1403636597.313555,282.717771,282.717771,282.717771,0.133694,-0.783980,0.606220,-0.662417,-0.525676,-0.533731,0.737109,-0.330214,-0.589601
1403636597.363556,284.124839,284.124839,284.124839,0.060009,-0.787618,0.613235,-0.599112,-0.519803,-0.608991,0.798413,-0.330851,-0.503064
1403636597.413556,291.952727,291.952727,291.952727,-0.031023,-0.787015,0.616154,-0.519634,-0.513895,-0.682563,0.853825,-0.341350,-0.393017
1403636597.463556,292.000221,292.000221,292.000221,0.138497,-0.686943,0.713392,-0.657479,-0.602471,-0.452493,0.740635,-0.406371,-0.535091
1403636597.513556,283.673081,283.673081,283.673081,0.147747,-0.662365,0.734468,-0.658071,-0.620210,-0.426945,0.738318,-0.420252,-0.527517
1403636597.563556,277.129812,277.129812,277.129812,0.429496,-0.877690,0.212587,-0.629113,-0.459680,-0.626826,0.647881,0.135477,-0.749597
1403636597.613555,278.479023,278.479023,278.479023,0.333778,-0.896697,0.290735,-0.431226,-0.419505,-0.798786,0.838234,0.141245,-0.526701
1403636597.663556,280.790288,280.790288,280.790288,0.322976,-0.889517,0.323181,-0.424755,-0.441398,-0.790412,0.845736,0.118011,-0.520388
1403636597.713556,277.630838,277.630838,277.630838,0.314476,-0.879252,0.357801,-0.418820,-0.466769,-0.778920,0.851877,0.095098,-0.515035
1403636597.763556,279.290557,279.290557,279.290557,0.055323,-0.962127,0.266930,0.025145,-0.265912,-0.963669,0.998152,0.060025,0.009481
1403636597.813555,286.475604,286.475604,286.475604,-0.132751,-0.990448,0.037293,0.488900,-0.098165,-0.866799,0.862180,-0.096835,0.497261
1403636597.863556,294.038998,294.038998,294.038998,-0.198050,-0.944598,-0.261746,0.838586,-0.025027,-0.544194,0.507494,-0.327274,0.797083
1403636597.913556,302.022844,302.022844,302.022844,-0.200684,-0.911539,-0.358919,0.909179,-0.036847,-0.414773,0.364856,-0.409560,0.836146
1403636597.963556,306.204682,306.204682,306.204682,-0.193818,-0.917579,-0.347106,0.907257,-0.033032,-0.419277,0.373254,-0.396178,0.838883
1403636598.013556,308.043285,308.043285,308.043285,-0.293446,-0.953574,-0.067715,0.921100,-0.263073,-0.286997,0.255859,-0.146590,0.955535
1403636598.063556,306.022959,306.022959,306.022959,-0.267393,-0.962271,-0.050362,0.909432,-0.234745,-0.343261,0.318488,-0.137586,0.937889
1403636598.113555,303.601459,303.601459,303.601459,-0.257918,-0.965618,-0.032546,0.907519,-0.230567,-0.351068,0.331494,-0.120082,0.935784
1403636598.163556,306.819433,306.819433,306.819433,-0.246832,-0.968820,-0.021513,0.903923,-0.222182,-0.365457,0.349282,-0.109652,0.930580
1403636598.213556,312.848113,312.848113,312.848113,-0.291985,-0.949296,-0.116541,0.918179,-0.244108,-0.312025,0.267755,-0.198112,0.942899
1403636598.263556,316.112261,316.112261,316.112261,-0.326766,-0.934585,-0.140622,0.893670,-0.257128,-0.367748,0.307534,-0.245837,0.919232
1403636598.313555,313.529799,313.529799,313.529799,-0.353803,-0.921385,-0.160854,0.871319,-0.262160,-0.414819,0.340039,-0.286919,0.895573
1403636598.363556,311.544893,311.544893,311.544893,-0.273268,-0.911510,-0.307368,0.886094,-0.114166,-0.449225,0.374382,-0.395116,0.838881
1403636598.413556,310.892349,310.892349,310.892349,-0.204401,-0.881520,-0.425610,0.891830,0.011549,-0.452224,0.403560,-0.472006,0.783805
1403636598.463556,310.362789,310.362789,310.362789,-0.139526,-0.835454,-0.531554,0.889992,0.129527,-0.437192,0.434105,-0.534078,0.725475
1403636598.513556,305.862860,305.862860,305.862860,-0.148125,-0.836210,-0.528027,0.873519,0.139718,-0.466308,0.463706,-0.530314,0.709749
1403636598.563556,297.314901,297.314901,297.314901,-0.163256,-0.850136,-0.500615,0.839326,0.147015,-0.523372,0.518536,-0.505623,0.689540
1403636598.613555,292.436716,292.436716,292.436716,-0.132490,-0.835730,-0.532918,0.845042,0.185758,-0.501396,0.518025,-0.516768,0.681616
1403636598.663556,292.166552,292.166552,292.166552,-0.112740,-0.831304,-0.544264,0.853749,0.199185,-0.481080,0.508332,-0.518902,0.687269
1403636598.713556,291.705290,291.705290,291.705290,-0.077978,-0.813070,-0.576920,0.857840,0.240128,-0.454367,0.507967,-0.530335,0.678759
1403636598.763556,291.199115,291.199115,291.199115,-0.040302,-0.796353,-0.603488,0.866432,0.272971,-0.418070,0.497666,-0.539730,0.678985
1403636598.813555,291.116272,291.116272,291.116272,0.026510,-0.717511,-0.696043,0.857291,0.374440,-0.353338,0.514150,-0.587344,0.625042
1403636598.863556,292.169048,292.169048,292.169048,0.026342,-0.811834,-0.583293,0.903763,0.268710,-0.333178,0.427223,-0.518382,0.740784
1403636598.913556,297.592702,297.592702,297.592702,0.128581,-0.796667,-0.590583,0.953979,0.262048,-0.145791,0.270908,-0.544658,0.793698
1403636598.963556,303.207220,303.207220,303.207220,0.114468,-0.793955,-0.597104,0.961319,0.240102,-0.134969,0.250525,-0.558558,0.790728
1403636599.013556,308.433340,308.433340,308.433340,0.286626,-0.648775,-0.704937,0.957724,0.213011,0.193368,0.024707,-0.730560,0.682402
1403636599.063556,316.782718,316.782718,316.782718,0.318553,-0.649712,-0.690216,0.945639,0.167503,0.278764,-0.065503,-0.741496,0.667752
1403636599.113555,322.984313,322.984313,322.984313,0.334840,-0.654285,-0.678081,0.938974,0.171500,0.298188,-0.078809,-0.736545,0.671781
1403636599.163556,327.127665,327.127665,327.127665,0.371171,-0.692706,-0.618377,0.921461,0.192555,0.337391,-0.114641,-0.695040,0.709772
1403636599.213556,326.044803,326.044803,326.044803,0.368056,-0.700025,-0.611964,0.920897,0.183565,0.343880,-0.128390,-0.690123,0.712213
1403636599.263556,322.257553,322.257553,322.257553,0.389791,-0.704172,-0.593469,0.909224,0.191964,0.369407,-0.146201,-0.683588,0.715076
1403636599.313555,320.077010,320.077010,320.077010,0.391575,-0.711546,-0.583413,0.906358,0.188916,0.377922,-0.158693,-0.676766,0.718891
1403636599.363556,318.892664,318.892664,318.892664,0.404004,-0.708847,-0.578201,0.898687,0.189605,0.395488,-0.170711,-0.679401,0.713633
1403636599.413556,318.208836,318.208836,318.208836,0.407288,-0.700499,-0.586019,0.898087,0.190558,0.396393,-0.166002,-0.687742,0.706720
1403636599.463556,321.007038,321.007038,321.007038,0.429485,-0.697010,-0.574212,0.871374,0.152860,0.466199,-0.237172,-0.700579,0.673008
1403636599.513556,330.099078,330.099078,330.099078,0.444630,-0.693697,-0.566647,0.846637,0.118953,0.518706,-0.292421,-0.710376,0.640200
1403636599.563556,339.471676,339.471676,339.471676,0.466170,-0.689458,-0.554376,0.811795,0.084268,0.577830,-0.351673,-0.719407,0.598982
1403636599.613555,346.846833,346.846833,346.846833,0.452554,-0.686152,-0.569553,0.821686,0.072725,0.565281,-0.346448,-0.723814,0.596714
1403636599.663556,353.862743,353.862743,353.862743,0.726677,-0.586496,-0.357719,0.583784,0.252711,0.771579,-0.362128,-0.769519,0.526026
1403636599.713556,362.565676,362.565676,362.565676,0.736425,-0.585405,-0.339085,0.566780,0.260212,0.781697,-0.369376,-0.767848,0.523423
1403636599.813555,380.102940,380.102940,380.102940,0.654252,-0.753323,0.066777,0.033135,0.116766,0.992607,-0.755550,-0.647202,0.101356
1403636599.863556,379.904381,379.904381,379.904381,0.681853,-0.540778,-0.492581,0.709382,0.324548,0.625656,-0.178475,-0.776034,0.604912
1403636599.913556,374.087159,374.087159,374.087159,0.685805,-0.537556,-0.490617,0.705753,0.326597,0.628687,-0.177721,-0.777411,0.603363
1403636599.963556,367.774581,367.774581,367.774581,0.486718,-0.461100,-0.741951,0.840584,0.478370,0.254129,0.237748,-0.747361,0.620425
1403636600.013556,362.319421,362.319421,362.319421,0.489621,-0.347311,-0.799779,0.833105,0.457021,0.311558,0.257308,-0.818845,0.513114
1403636600.063556,356.902971,356.902971,356.902971,0.383271,-0.338596,-0.859335,0.848466,0.496712,0.182709,0.364977,-0.799143,0.477663
1403636600.163556,350.344803,350.344803,350.344803,0.382416,-0.338236,-0.859857,0.849597,0.494550,0.183316,0.363239,-0.800635,0.476488
1403636601.763556,388.304324,388.304324,388.304324,0.382235,-0.342353,-0.858307,0.850224,0.494127,0.181543,0.361961,-0.799145,0.479949
1403636602.813555,325.252859,325.252859,325.252859,0.377003,-0.344276,-0.859851,0.850193,0.496958,0.173791,0.367478,-0.796559,0.480056
1403636610.113555,180.283740,180.283740,180.283740,0.381430,-0.350535,-0.855357,0.848780,0.499345,0.173860,0.366174,-0.792326,0.487992
1403636611.363556,245.224389,245.224389,245.224389,0.381434,-0.352448,-0.854569,0.848455,0.500432,0.172313,0.366923,-0.790789,0.489918
1403636611.863556,242.877457,242.877457,242.877457,0.381596,-0.351140,-0.855035,0.848910,0.499113,0.173890,0.365699,-0.792204,0.488546
1403636612.263556,272.500678,272.500678,272.500678,0.384300,-0.358051,-0.850948,0.861392,0.470672,0.190973,0.332139,-0.806391,0.489302
1403636612.313555,269.800334,269.800334,269.800334,0.383103,-0.351193,-0.854339,0.848310,0.499757,0.174965,0.365515,-0.791774,0.489379
1403636612.413556,250.966220,250.966220,250.966220,0.382243,-0.345531,-0.857029,0.837449,0.521571,0.163227,0.390601,-0.780111,0.488731
1403636612.463556,250.930509,250.930509,250.930509,0.382827,-0.350765,-0.854639,0.847316,0.501936,0.173540,0.368102,-0.790585,0.489363
1403636612.513556,251.011697,251.011697,251.011697,0.378849,-0.345787,-0.858432,0.838026,0.521741,0.159680,0.392664,-0.779883,0.487440
1403636612.763556,252.034819,252.034819,252.034819,0.382654,-0.348581,-0.855609,0.843539,0.509568,0.169654,0.376853,-0.786658,0.489030
1403636613.163556,252.201304,252.201304,252.201304,0.378080,-0.346751,-0.858382,0.839330,0.519609,0.159788,0.390616,-0.780878,0.487492
1403636613.213556,254.849990,254.849990,254.849990,0.381540,-0.349015,-0.855930,0.843742,0.509689,0.168275,0.377528,-0.786388,0.488945
1403636613.763556,285.695082,285.695082,285.695082,0.374281,-0.363735,-0.853001,0.845207,0.512240,0.152433,0.381496,-0.778015,0.499153
1403636619.513556,-456.764649,-456.764649,-456.764649,0.325735,-0.361460,-0.873638,0.861969,0.493197,0.117328,0.388466,-0.791267,0.472219
